post_id,city_name,post_status,_wp_page_template,post_category,post_title,ewg_utility_name,ewg_description,ewg_people,ewg_source,ewg_exceed_number,ewg_total_number,ewg_date,ewg_data_source,ewg_exceed,ewg_other
,Meridian,publish,usacitypage.php,"North America,United States of America,Idaho",Is Meridian Tap Water Safe to Drink?,Meridian Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Idaho Department of Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,98300,https://www.ewg.org/tapwater/system.php?pws=ID4010097,5,18,2012-2017,Groundwater,"Chromium (hexavalent),Nitrate,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Uranium,,,,,,,,,,,,,,,","1%2C4-Dioxane,Barium,Chlorate,Cobalt,Di(2-ethylhexyl) phthalate,Ethylbenzene,Fluoride,Haloacetic acids (HAA5),Molybdenum,Strontium,Toluene,Vanadium,Xylenes (total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Meridian,publish,usacitypage.php,"North America,United States of America,Mississippi",Is Meridian Tap Water Safe to Drink?,City of Meridian,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Mississippi State Department of Health%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,41148,https://www.ewg.org/tapwater/system.php?pws=MS0380005,3,11,2012-2017,Groundwater,"Bromodichloromethane,Chloroform,Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,,","Barium,Chlorate,Chromium (hexavalent),Dichloroacetic acid,Fluoride,Haloacetic acids (HAA5),Monochloroacetic acid,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Merrimack,publish,usacitypage.php,"North America,United States of America,New Hampshire",Is Merrimack Tap Water Safe to Drink?,Merrimack Village District,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New Hampshire Department of Environmental Services%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,25000,https://www.ewg.org/tapwater/system.php?pws=NH1531010,8,17,2012-2017,Groundwater,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Nitrate,Perfluorooctanoic acid (PFOA),Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,","Barium,Bromoform,Chlorate,Chromium (total),Cobalt,Haloacetic acids (HAA5),Manganese,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6860,Mesa,publish,usacitypage.php,"North America,United States of America,Arizona",Is Mesa Tap Water Safe to Drink?,City of Mesa,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Arizona Department of Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,466000,https://www.ewg.org/tapwater/system.php?pws=AZ0407095,8,24,2012-2017,Surface water,"Arsenic,Chlorite,Chromium (hexavalent),Nitrate,Nitrate and nitrite,Radon,Tetrachloroethylene (perchloroethylene),Total trihalomethanes (TTHMs),,,,,,,,,,,,","1%2C2-Dibromo-3-chloropropane (DBCP),1%2C4-Dioxane,Barium,Bromochloromethane,Chlorate,Chlorodifluoromethane,Chromium (total),Cobalt,Fluoride,Haloacetic acids (HAA5),Molybdenum,Radium%2C combined (-226 & -228),Selenium,Strontium,Trichloroethylene,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Mesa County,publish,usacitypage.php,"North America,United States of America,Colorado",Is Mesa County Tap Water Safe to Drink?,Ute Water Conservancy District,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Colorado Department of Public Health & Environment%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,80000,https://www.ewg.org/tapwater/system.php?pws=CO0139791,5,14,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,,,","Chromium (hexavalent),Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Molybdenum,Monochloroacetic acid,Nitrate,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Mesquite,publish,usacitypage.php,"North America,United States of America,Nevada",Is Mesquite Tap Water Safe to Drink?,Virgin Valley Water District,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Nevada Division of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,18000,https://www.ewg.org/tapwater/system.php?pws=NV0000167,9,23,2012-2017,Groundwater,"Arsenic,Bromoform,Chromium (hexavalent),Dibromochloromethane,Nitrate,Nitrate and nitrite,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Uranium,,,,,,,,,,,","1%2C2%2C4-Trimethylbenzene,Antimony,Barium,Bromodichloromethane,Chlorate,Chromium (total),Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Methyl isobutyl ketone,Molybdenum,Selenium,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6861,Mesquite,publish,usacitypage.php,"North America,United States of America,Texas",Is Mesquite Tap Water Safe to Drink?,City of Mesquite,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Texas Commission on Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,143484,https://www.ewg.org/tapwater/system.php?pws=TX0570014,15,33,2012-2017,Purchased surface water,"Arsenic*,Atrazine*,Bromate*,Bromodichloromethane,Bromoform,Chlorate,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Radium%2C combined (-226 & -228)*,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,","Acetone*,Aluminum*,Antimony*,Barium*,Bromochloroacetic acid,Chlorite*,Chromium (total),Cyanide*,Di(2-ethylhexyl) phthalate*,Dibromoacetic acid,Fluoride*,Haloacetic acids (HAA5),Manganese*,Monobromoacetic acid,Monochloroacetic acid,Selenium*,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Methuen,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Methuen Tap Water Safe to Drink?,Methuen Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,49660,https://www.ewg.org/tapwater/system.php?pws=MA3181000,7,18,2012-2017,Surface water,"1%2C2-Dichloroethane,Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,","1%2C4-Dioxane,Bromoform,Bromomethane,Chlorate,Chlorite,Chloromethane,Haloacetic acids (HAA5),Manganese,Perchlorate,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Mexico,publish,usacitypage.php,"North America,United States of America,Missouri",Is Mexico Tap Water Safe to Drink?,Mo American Mexico,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Missouri Department of Natural Resources - Public Drinking Water Program%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,11543,https://www.ewg.org/tapwater/system.php?pws=MO2010519,9,17,2012-2017,Groundwater,"Bromodichloromethane,Bromoform,Chloroform,Chromium (hexavalent),Dibromochloromethane,Nitrate,Nitrate and nitrite,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,","Aluminum,Chlorate,Dibromoacetic acid,Dichloroacetic acid,Fluoride,Haloacetic acids (HAA5),Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
735,Miami,publish,usacitypage.php,"North America,United States of America,Florida",Is Miami Tap Water Safe to Drink?,Miami Dade Water and Sewer Authority,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Florida Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,2300000,https://www.ewg.org/tapwater/system.php?pws=FL4130871,6,21,2012-2017,Groundwater,"Arsenic,Chromium (hexavalent),Perfluoroheptanoic acid (PFHPA),Perfluorooctane sulfonate (PFOS),Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,","1%2C4-Dioxane,Aluminum,Barium,Chlorate,Chlorodifluoromethane,Chromium (total),Fluoride,Haloacetic acids (HAA5),Molybdenum,Nitrate,Nitrite,Selenium,Strontium,Uranium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Miami,publish,usacitypage.php,"North America,United States of America,Oklahoma",Is Miami Tap Water Safe to Drink?,Miami,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Oklahoma Department of Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,13704,https://www.ewg.org/tapwater/system.php?pws=OK2005813,5,15,2012-2017,Groundwater,"Bromodichloromethane,Bromoform,Dibromochloromethane,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,","Barium,Chloroform,Chromium (hexavalent),Dibromoacetic acid,Dichloroacetic acid,Fluoride,Haloacetic acids (HAA5),Monochloroacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Miami Beach,publish,usacitypage.php,"North America,United States of America,Florida",Is Miami Beach Tap Water Safe to Drink?,City of Miami Beach,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Florida Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,95000,https://www.ewg.org/tapwater/system.php?pws=FL4130901,6,21,2012-2017,Purchased groundwater,"Arsenic*,Chromium (hexavalent),Perfluoroheptanoic acid (PFHPA),Perfluorooctane sulfonate (PFOS),Radium%2C combined (-226 & -228)*,Total trihalomethanes (TTHMs),,,,,,,,,,,,,,","1%2C4-Dioxane,Aluminum*,Barium*,Chlorate,Chlorodifluoromethane*,Chromium (total)*,Fluoride*,Haloacetic acids (HAA5),Molybdenum,Nitrate*,Nitrite*,Selenium*,Strontium,Uranium*,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Miami County,publish,usacitypage.php,"North America,United States of America,Ohio",Is Miami County Tap Water Safe to Drink?,NAWA,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Ohio Environmental Protection Agency - Division of Drinking and Ground Waters%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,24766,https://www.ewg.org/tapwater/system.php?pws=OH5553612,7,15,2012-2017,Groundwater,"Bromodichloromethane,Chloroform,Dibromochloromethane,Dichloroacetic acid,Nitrate,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Barium,Bromochloroacetic acid,Chloromethane,Chromium (hexavalent),Fluoride,Haloacetic acids (HAA5),Molybdenum,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Miamisburg,publish,usacitypage.php,"North America,United States of America,Ohio",Is Miamisburg Tap Water Safe to Drink?,Miamisburg City PWS,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Ohio Environmental Protection Agency - Division of Drinking and Ground Waters%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,20000,https://www.ewg.org/tapwater/system.php?pws=OH5701212,6,15,2012-2017,Groundwater,"Bromodichloromethane,Bromoform,Chloroform,Dibromochloromethane,Nitrate,Total trihalomethanes (TTHMs),,,,,,,,,,,,,,","1%2C4-Dioxane,Barium,Bromochloroacetic acid,Dibromoacetic acid,Dichloroacetic acid,Fluoride,Haloacetic acids (HAA5),Molybdenum,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
